"Carimbo de data/hora","Qual a renda mensal por membro da sua família?","Qual sua profissão?","Qual o seu programa de pós-graduação?","Curso","Qual seu período?","Você estaria disposto a usar um sistema compartilhamento de bicicletas elétricas para ir/voltar ao seu destino?

Observação: Caso você não seja de Niterói, considere a região de chegada em Niterói.","Quais regiões lhe interessariam ter uma estação de compartilhamento de bicicletas elétricas?

Observações:
1. Use o mapa como referência;
2. Caso você não seja de Niterói, considere as regiões de chegada em Niterói.","Caso você tivesse uma bicicleta elétrica, você estaria disposto a recarrega-la na estação compartilhada?","Você estaria disposto a participar do programa de benefícios?","Você costuma circular entre os campi da UFF?","Como você se locomove entre os campi?

Observação: Se você utiliza o transporte público não vinculado a UFF, como por exemplo a linha de ônibus 47, marque a opção ônibus convencional.","Estaria disposto a utilizar um sistema de compartilhamento de bicicletas elétricas para fazer esse trajeto? Ou para circular dentro do campus?","Quantas viagens típicas você faz durante a semana?","1.1.1 Em qual intervalo de horário você utilizaria o sistema de bicicletas elétricas compartilhadas na sua viagem típica?","1.1.2 Qual o campus de origem da sua viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","1.1.3 Qual o campus de destino da sua viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","2.1.1 Em qual intervalo de horário você utilizaria o sistema de bicicletas elétricas compartilhadas na sua primeira viagem típica?","2.1.2 Qual o campus de origem da sua primeira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","2.1.3 Qual o campus de destino da sua primeira viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","2.2.1 Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua segunda viagem típica? ","2.2.2 Qual o campus de origem da sua segunda viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","2.2.3 Qual o campus de destino da sua segunda viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.1.1 Em qual intervalo de horário você utilizaria o sistema de bicicletas elétricas compartilhadas na sua primeira viagem típica?","3.1.2 Qual o campus de origem da sua primeira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.1.3 Qual o campus de destino da sua primeira viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.2.1  Em qual intervalo de horário você utilizaria o sistema de bicicletas elétricas compartilhadas na sua segunda viagem típica?","3.2.2 Qual o campus de origem da sua segunda viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.2.3 Qual o campus de destino da sua segunda viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.3.1  Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua terceira viagem típica?","3.3.2 Qual o campus de origem da sua terceira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.3.3 Qual o campus de destino da sua terceira viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.1.1 Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua primeira viagem típica?","4.1.2 Qual o campus de origem da sua primeira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.1.3 Qual o campus de destino da sua primeira viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.2.1 Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua segunda viagem típica?","4.2.2 Qual o campus de origem da sua segunda viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.2.3 Qual o campus de destino da sua segunda viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.3.1 Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua terceira viagem típica?","4.3.2 Qual o seu campus de origem na sua terceira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.3.3 Qual o seu campus de destino na sua terceira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.4.1  Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua quarta viagem típica?","4.4.2 Qual o campus de origem da sua quarta viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.4.3 Qual o campus de destino da sua quarta viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","Supondo que o sistema de compartilhamento de bicicletas elétricas seja pago, qual forma de tarifação você acharia mais razoável para esse meio de locomoção?","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por tempo. (Unidade: R$ por 15 minutos)","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por distância.
(Unidade: R$ por um km) ","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por consumo de energia.
(Unidade: R$ por um kWh) ","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por plano diário.","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por plano mensal. ","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por plano anual. ","Que nota você daria para a compreensão do formulário? Considere que 5 é a maior nota.","Qual ou quais perguntas você sentiu dificuldade para compreender? Indique se possuir alguma sugestão."
"2024/04/03 6:37:15 PM GMT-3","Mais de quatro salários mínimos","Aluno de Graduação da UFF","","Arquitetura e Urbanismo","8º","Sim","Centro;Icaraí;Ingá;Santa Rosa","Sim","Sim","sim","Andando;Ônibus convencional","sim","uma vez","16:00 - 18:00","Campus Praia Vermelha","Faculdade de Veterinária","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por consumo de energia","","","2","","","","4","Sobre viagem típica. Tive dificuldade para compreender como quantificar."
"2024/04/03 6:54:21 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Ciências Econômicas","2º","Sim","Centro;Icaraí;Ingá","Sim","Sim","sim","Andando","sim","uma vez","14:00 - 16:00","Campus Gragoatá","Campus Valonguinho","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","0,50","","","","","5",""
"2024/04/03 6:58:03 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Arquivologia","7º","Sim","Centro;Icaraí;Ingá","Sim","Sim","sim","Andando;Aplicativo de transporte (Uber,99taxi, etc.);BusUFF;Carro/Moto;Ônibus convencional","sim","quatro vezes","","","","","","","","","","","","","","","","","","","16:00 - 18:00","Reitoria","Campus Gragoatá","Depois das 22:00","Campus Gragoatá","Reitoria","20:00 - 22:00","Campus Gragoatá","Faculdade de Direito","18:00 - 20:00","Faculdade de Direito","Reitoria","aluguel por distância","","5","","","","","5",""
"2024/04/03 8:10:45 PM GMT-3","De 3 a 4 salários mínimos","Aluno de Graduação da UFF","","Engenharia Elétrica","5º","Sim","Centro;Icaraí;Ingá;São Francisco","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","4/5","","","","","","5",""
"2024/04/03 8:32:10 PM GMT-3","Mais de quatro salários mínimos","Aluno de Graduação da UFF","","Engenharia Elétrica","3º","Sim","Centro;Icaraí;Ingá","Sim","Sim","sim","Andando;Bicicleta/Skate/Patinete;Ônibus convencional","sim","duas vezes","","","","10:00 - 12:00","Campus Praia Vermelha","Campus Gragoatá","14:00 - 16:00","Campus Gragoatá","Campus Praia Vermelha","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5","40","250","5",""
"2024/04/03 8:36:11 PM GMT-3","Mais de quatro salários mínimos","Aluno de Graduação da UFF","","Engenharia Elétrica","3º","Sim","Centro","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","1.80","","","","","4",""
"2024/04/03 8:38:29 PM GMT-3","De 3 a 4 salários mínimos","Aluno de Graduação da UFF","","Relações Internacionais","1º","Sim","Ingá","Sim","Sim","sim","Andando;Ônibus convencional","sim","uma vez","08:00 - 10:00","Campus Gragoatá","Campus Valonguinho","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","5 por km ","","","","","5","Não possuo, obrigado."
"2024/04/03 8:44:39 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Engenharia de Produção","2º","Sim","Centro;Icaraí;Ingá","Sim","Sim","sim","Andando;BusUFF;Ônibus convencional","sim","três vezes","","","","","","","","","","10:00 - 12:00","Campus Gragoatá","Campus Praia Vermelha","12:00 - 14:00","Campus Praia Vermelha","Campus Gragoatá","18:00 - 20:00","Campus Praia Vermelha","Faculdade de Direito","","","","","","","","","","","","","plano diário, mensal ou anual","","","","10,00 reais","50,00 reais","400,00","5",""
"2024/04/03 8:46:22 PM GMT-3","Mais de quatro salários mínimos","Aluno de Graduação da UFF","","Engenharia de Produção","4º","Sim","Centro;Icaraí;Ingá","Sim","Sim","sim","Andando;Bicicleta/Skate/Patinete","sim","quatro vezes","","","","","","","","","","","","","","","","","","","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Campus Praia Vermelha","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Campus Praia Vermelha","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Campus Praia Vermelha","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Campus Praia Vermelha","aluguel por tempo","5 reais por 20 minutos","","","","","","5",""
"2024/04/03 8:47:47 PM GMT-3","Mais de quatro salários mínimos","Aluno de Graduação da UFF","","Engenharia Agrícola e Ambiental","1º","Sim","Centro;Icaraí;Ingá;Santa Rosa","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","1,50 por km","","","","","5",""
"2024/04/03 8:54:39 PM GMT-3","Mais de quatro salários mínimos","Aluno de Graduação da UFF","","Odontologia","4º","Não","","","","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","1","","","","","5",""
"2024/04/03 9:00:32 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Geografia","2º","Sim","Ingá","Sim","Sim","sim","BusUFF","sim","uma vez","18:00 - 20:00","Campus Praia Vermelha","Campus Praia Vermelha","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5,00","12,00","140","5",""
"2024/04/03 9:45:40 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Engenharia de Recursos Hídricos e do Meio Ambiente","9º","Sim","Barreto;Centro;Engenhoca;Fonseca","Sim","Sim","sim","Andando;Bicicleta/Skate/Patinete;Ônibus convencional","sim","duas vezes","","","","Depois das 22:00","Campus Praia Vermelha","Campus Valonguinho","Depois das 22:00","Campus Praia Vermelha","Campus Valonguinho","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","25","","","","","","4",""
"2024/04/04 8:06:24 AM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Ciências Econômicas","2º","Sim","Centro;Ingá","Sim","Sim","sim","Andando","sim","uma vez","16:00 - 18:00","Centro (Terminal rodoviário/Barcas)","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","R$ 2,00 por 20 minutos","","","","","","5",""
"2024/04/04 8:52:57 AM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Engenharia Elétrica","3º","Sim","Centro","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","10","","","","","","5",""
"2024/04/04 3:33:27 PM GMT-3","Mais de quatro salários mínimos","Aluno de Graduação da UFF","","Engenharia de Produção","2º","Sim","Centro;Icaraí;Ingá","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5","30","200","5",""
"2024/04/04 7:18:57 PM GMT-3","De 3 a 4 salários mínimos","Aluno de Graduação da UFF","","Farmácia","5º","Sim","Barreto;Centro;Icaraí;Ingá;Santa Rosa;São Francisco","Sim","Sim","sim","Andando;BusUFF;Ônibus convencional","sim","duas vezes","","","","12:00 - 14:00","Campus Valonguinho","Faculdade de Farmácia","16:00 - 18:00","Faculdade de Farmácia","Instituto Biomédico","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","2","","","","","","5",""
"2024/04/05 10:44:25 AM GMT-3","Mais de quatro salários mínimos","Aluno de Graduação da UFF","","Estudos de Mídia","1º","Sim","Ingá","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","3 reais (qye nem itau bike)","","","","","","5",""
"2024/04/18 2:07:02 PM GMT-3","Mais de quatro salários mínimos","Professor da UFF","","","","Sim","Centro;Ingá;São Francisco","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5","25","200","5",""
"2024/04/18 2:53:38 PM GMT-3","Mais de quatro salários mínimos","Professor da UFF","","","","Sim","Icaraí","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5 reais","25 reais","100 reais","5",""
"2024/04/18 2:55:51 PM GMT-3","Mais de quatro salários mínimos","Professor da UFF","","","","Não","","","","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por consumo de energia","","","0,20 por Kwh","","","","1","O formulário é restrito à UFF NITEROI. Considere que a UFF possui outros Campis em outros municípios. "
"2024/04/18 3:04:02 PM GMT-3","De 3 a 4 salários mínimos","Professor da UFF","","","","Sim","Centro;Icaraí;Ingá","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","O,50","","","","","4","Difícil mensurar, mesmo por imaginação, qual melhor forma de pagamento."
"2024/04/18 3:10:29 PM GMT-3","Mais de quatro salários mínimos","Professor da UFF","","","","Sim","Centro;Icaraí;Ingá;Gragoatá","Sim","Sim","sim","Andando;Aplicativo de transporte (Uber,99taxi, etc.);Ônibus convencional","sim","três vezes","","","","","","","","","","06:00 - 08:00","Centro (Terminal rodoviário/Barcas)","Campus Gragoatá","12:00 - 14:00","Campus Gragoatá","Campus Gragoatá","16:00 - 18:00","Campus Gragoatá","Centro (Terminal rodoviário/Barcas)","","","","","","","","","","","","","aluguel por distância","","0,20 por um km","","","","","5",""
"2024/04/18 3:15:23 PM GMT-3","Mais de quatro salários mínimos","Professor da UFF","","","","Sim","Icaraí;Santa Rosa","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","8","150","1000","5",""
